GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ABA1E001,NAME_M,ABA1M001
G1700350,2010-2014,IL,,,Illinois,17,Cumberland County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17035,,,"Cumberland County, Illinois",10950,"Cumberland County, Illinois",0
G1700370,2010-2014,IL,,,Illinois,17,DeKalb County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17037,,,"DeKalb County, Illinois",104919,"DeKalb County, Illinois",0
G1700390,2010-2014,IL,,,Illinois,17,De Witt County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17039,,,"De Witt County, Illinois",16461,"De Witt County, Illinois",0
G1700410,2010-2014,IL,,,Illinois,17,Douglas County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17041,,,"Douglas County, Illinois",19867,"Douglas County, Illinois",0
G1700430,2010-2014,IL,,,Illinois,17,DuPage County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17043,,,"DuPage County, Illinois",926485,"DuPage County, Illinois",0
G1700450,2010-2014,IL,,,Illinois,17,Edgar County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17045,,,"Edgar County, Illinois",18171,"Edgar County, Illinois",0
G1700470,2010-2014,IL,,,Illinois,17,Edwards County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17047,,,"Edwards County, Illinois",6687,"Edwards County, Illinois",0
G1700490,2010-2014,IL,,,Illinois,17,Effingham County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17049,,,"Effingham County, Illinois",34280,"Effingham County, Illinois",0
G1700510,2010-2014,IL,,,Illinois,17,Fayette County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17051,,,"Fayette County, Illinois",22041,"Fayette County, Illinois",0
G1700530,2010-2014,IL,,,Illinois,17,Ford County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17053,,,"Ford County, Illinois",13906,"Ford County, Illinois",0
G1700550,2010-2014,IL,,,Illinois,17,Franklin County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17055,,,"Franklin County, Illinois",39774,"Franklin County, Illinois",0
G1700570,2010-2014,IL,,,Illinois,17,Fulton County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17057,,,"Fulton County, Illinois",36616,"Fulton County, Illinois",0
G1700590,2010-2014,IL,,,Illinois,17,Gallatin County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17059,,,"Gallatin County, Illinois",5439,"Gallatin County, Illinois",0
G1700610,2010-2014,IL,,,Illinois,17,Greene County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17061,,,"Greene County, Illinois",13677,"Greene County, Illinois",0
G1700630,2010-2014,IL,,,Illinois,17,Grundy County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17063,,,"Grundy County, Illinois",50173,"Grundy County, Illinois",0
G1700650,2010-2014,IL,,,Illinois,17,Hamilton County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17065,,,"Hamilton County, Illinois",8371,"Hamilton County, Illinois",0
G1700670,2010-2014,IL,,,Illinois,17,Hancock County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17067,,,"Hancock County, Illinois",18808,"Hancock County, Illinois",0
G1700690,2010-2014,IL,,,Illinois,17,Hardin County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17069,,,"Hardin County, Illinois",4226,"Hardin County, Illinois",0
G1700710,2010-2014,IL,,,Illinois,17,Henderson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17071,,,"Henderson County, Illinois",7074,"Henderson County, Illinois",0
G1700730,2010-2014,IL,,,Illinois,17,Henry County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17073,,,"Henry County, Illinois",50031,"Henry County, Illinois",0
G1700750,2010-2014,IL,,,Illinois,17,Iroquois County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17075,,,"Iroquois County, Illinois",29272,"Iroquois County, Illinois",0
G1700770,2010-2014,IL,,,Illinois,17,Jackson County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17077,,,"Jackson County, Illinois",60125,"Jackson County, Illinois",0
G1700790,2010-2014,IL,,,Illinois,17,Jasper County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17079,,,"Jasper County, Illinois",9658,"Jasper County, Illinois",0
G1700810,2010-2014,IL,,,Illinois,17,Jefferson County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17081,,,"Jefferson County, Illinois",38716,"Jefferson County, Illinois",0
G1700830,2010-2014,IL,,,Illinois,17,Jersey County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17083,,,"Jersey County, Illinois",22751,"Jersey County, Illinois",0
G1700850,2010-2014,IL,,,Illinois,17,Jo Daviess County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17085,,,"Jo Daviess County, Illinois",22427,"Jo Daviess County, Illinois",0
G1700870,2010-2014,IL,,,Illinois,17,Johnson County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17087,,,"Johnson County, Illinois",12650,"Johnson County, Illinois",0
G1700890,2010-2014,IL,,,Illinois,17,Kane County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17089,,,"Kane County, Illinois",521874,"Kane County, Illinois",0
G1700910,2010-2014,IL,,,Illinois,17,Kankakee County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17091,,,"Kankakee County, Illinois",112682,"Kankakee County, Illinois",0
G1700930,2010-2014,IL,,,Illinois,17,Kendall County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17093,,,"Kendall County, Illinois",118194,"Kendall County, Illinois",0
G1700950,2010-2014,IL,,,Illinois,17,Knox County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17095,,,"Knox County, Illinois",52447,"Knox County, Illinois",0
G1700970,2010-2014,IL,,,Illinois,17,Lake County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17097,,,"Lake County, Illinois",703170,"Lake County, Illinois",0
G1700990,2010-2014,IL,,,Illinois,17,LaSalle County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17099,,,"LaSalle County, Illinois",112698,"LaSalle County, Illinois",0
G1701010,2010-2014,IL,,,Illinois,17,Lawrence County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17101,,,"Lawrence County, Illinois",16726,"Lawrence County, Illinois",0
G1701030,2010-2014,IL,,,Illinois,17,Lee County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17103,,,"Lee County, Illinois",35248,"Lee County, Illinois",0
G1701050,2010-2014,IL,,,Illinois,17,Livingston County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17105,,,"Livingston County, Illinois",38476,"Livingston County, Illinois",0
G1701070,2010-2014,IL,,,Illinois,17,Logan County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17107,,,"Logan County, Illinois",30047,"Logan County, Illinois",0
G1701090,2010-2014,IL,,,Illinois,17,McDonough County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17109,,,"McDonough County, Illinois",32388,"McDonough County, Illinois",0
G1701110,2010-2014,IL,,,Illinois,17,McHenry County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17111,,,"McHenry County, Illinois",307888,"McHenry County, Illinois",0
G1701130,2010-2014,IL,,,Illinois,17,McLean County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17113,,,"McLean County, Illinois",172390,"McLean County, Illinois",0
G1701150,2010-2014,IL,,,Illinois,17,Macon County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17115,,,"Macon County, Illinois",109833,"Macon County, Illinois",0
G1701170,2010-2014,IL,,,Illinois,17,Macoupin County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17117,,,"Macoupin County, Illinois",47229,"Macoupin County, Illinois",0
G1701190,2010-2014,IL,,,Illinois,17,Madison County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17119,,,"Madison County, Illinois",267937,"Madison County, Illinois",0
G1701210,2010-2014,IL,,,Illinois,17,Marion County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17121,,,"Marion County, Illinois",38922,"Marion County, Illinois",0
G1701230,2010-2014,IL,,,Illinois,17,Marshall County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17123,,,"Marshall County, Illinois",12319,"Marshall County, Illinois",0
G1701250,2010-2014,IL,,,Illinois,17,Mason County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17125,,,"Mason County, Illinois",14309,"Mason County, Illinois",0
G1701270,2010-2014,IL,,,Illinois,17,Massac County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17127,,,"Massac County, Illinois",15148,"Massac County, Illinois",0
G1701290,2010-2014,IL,,,Illinois,17,Menard County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17129,,,"Menard County, Illinois",12658,"Menard County, Illinois",0
G1701310,2010-2014,IL,,,Illinois,17,Mercer County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17131,,,"Mercer County, Illinois",16204,"Mercer County, Illinois",0
G1701330,2010-2014,IL,,,Illinois,17,Monroe County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17133,,,"Monroe County, Illinois",33373,"Monroe County, Illinois",0
G1701350,2010-2014,IL,,,Illinois,17,Montgomery County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17135,,,"Montgomery County, Illinois",29740,"Montgomery County, Illinois",0
G1701370,2010-2014,IL,,,Illinois,17,Morgan County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17137,,,"Morgan County, Illinois",35272,"Morgan County, Illinois",0
G1701390,2010-2014,IL,,,Illinois,17,Moultrie County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17139,,,"Moultrie County, Illinois",14896,"Moultrie County, Illinois",0
G1701410,2010-2014,IL,,,Illinois,17,Ogle County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17141,,,"Ogle County, Illinois",52782,"Ogle County, Illinois",0
G1701430,2010-2014,IL,,,Illinois,17,Peoria County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17143,,,"Peoria County, Illinois",187197,"Peoria County, Illinois",0
G1701450,2010-2014,IL,,,Illinois,17,Perry County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17145,,,"Perry County, Illinois",22034,"Perry County, Illinois",0
G1701470,2010-2014,IL,,,Illinois,17,Piatt County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17147,,,"Piatt County, Illinois",16552,"Piatt County, Illinois",0
G1701490,2010-2014,IL,,,Illinois,17,Pike County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17149,,,"Pike County, Illinois",16244,"Pike County, Illinois",0
G1701510,2010-2014,IL,,,Illinois,17,Pope County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17151,,,"Pope County, Illinois",4362,"Pope County, Illinois",0
G1701530,2010-2014,IL,,,Illinois,17,Pulaski County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17153,,,"Pulaski County, Illinois",5967,"Pulaski County, Illinois",0
G1701550,2010-2014,IL,,,Illinois,17,Putnam County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17155,,,"Putnam County, Illinois",5895,"Putnam County, Illinois",0
G1701570,2010-2014,IL,,,Illinois,17,Randolph County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17157,,,"Randolph County, Illinois",33091,"Randolph County, Illinois",0
G1701590,2010-2014,IL,,,Illinois,17,Richland County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17159,,,"Richland County, Illinois",16144,"Richland County, Illinois",0
G1701610,2010-2014,IL,,,Illinois,17,Rock Island County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17161,,,"Rock Island County, Illinois",146964,"Rock Island County, Illinois",0
G1701630,2010-2014,IL,,,Illinois,17,St. Clair County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17163,,,"St. Clair County, Illinois",268415,"St. Clair County, Illinois",0
G1701650,2010-2014,IL,,,Illinois,17,Saline County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17165,,,"Saline County, Illinois",24876,"Saline County, Illinois",0
G1701670,2010-2014,IL,,,Illinois,17,Sangamon County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17167,,,"Sangamon County, Illinois",198808,"Sangamon County, Illinois",0
G1701690,2010-2014,IL,,,Illinois,17,Schuyler County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17169,,,"Schuyler County, Illinois",7454,"Schuyler County, Illinois",0
G1701710,2010-2014,IL,,,Illinois,17,Scott County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17171,,,"Scott County, Illinois",5260,"Scott County, Illinois",0
G1701730,2010-2014,IL,,,Illinois,17,Shelby County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17173,,,"Shelby County, Illinois",22216,"Shelby County, Illinois",0
G1701750,2010-2014,IL,,,Illinois,17,Stark County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17175,,,"Stark County, Illinois",5888,"Stark County, Illinois",0
G1701770,2010-2014,IL,,,Illinois,17,Stephenson County,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17177,,,"Stephenson County, Illinois",47053,"Stephenson County, Illinois",0
G1701790,2010-2014,IL,,,Illinois,17,Tazewell County,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17179,,,"Tazewell County, Illinois",135872,"Tazewell County, Illinois",0
G1701810,2010-2014,IL,,,Illinois,17,Union County,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17181,,,"Union County, Illinois",17620,"Union County, Illinois",0
G1701830,2010-2014,IL,,,Illinois,17,Vermilion County,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17183,,,"Vermilion County, Illinois",80773,"Vermilion County, Illinois",0
G1701850,2010-2014,IL,,,Illinois,17,Wabash County,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17185,,,"Wabash County, Illinois",11730,"Wabash County, Illinois",0
G1701870,2010-2014,IL,,,Illinois,17,Warren County,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17187,,,"Warren County, Illinois",17784,"Warren County, Illinois",0
G1701890,2010-2014,IL,,,Illinois,17,Washington County,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17189,,,"Washington County, Illinois",14527,"Washington County, Illinois",0
G1701910,2010-2014,IL,,,Illinois,17,Wayne County,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17191,,,"Wayne County, Illinois",16627,"Wayne County, Illinois",0
G1701930,2010-2014,IL,,,Illinois,17,White County,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17193,,,"White County, Illinois",14549,"White County, Illinois",0
G1701950,2010-2014,IL,,,Illinois,17,Whiteside County,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17195,,,"Whiteside County, Illinois",57680,"Whiteside County, Illinois",0
G1701970,2010-2014,IL,,,Illinois,17,Will County,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17197,,,"Will County, Illinois",682108,"Will County, Illinois",0
G1701990,2010-2014,IL,,,Illinois,17,Williamson County,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17199,,,"Williamson County, Illinois",66808,"Williamson County, Illinois",0
G1702010,2010-2014,IL,,,Illinois,17,Winnebago County,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17201,,,"Winnebago County, Illinois",292026,"Winnebago County, Illinois",0
G1702030,2010-2014,IL,,,Illinois,17,Woodford County,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17203,,,"Woodford County, Illinois",38965,"Woodford County, Illinois",0
G1800010,2010-2014,IN,,,Indiana,18,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18001,,,"Adams County, Indiana",34533,"Adams County, Indiana",0
G1800030,2010-2014,IN,,,Indiana,18,Allen County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18003,,,"Allen County, Indiana",360990,"Allen County, Indiana",0
G1800050,2010-2014,IN,,,Indiana,18,Bartholomew County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18005,,,"Bartholomew County, Indiana",78628,"Bartholomew County, Indiana",0
G1800070,2010-2014,IN,,,Indiana,18,Benton County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18007,,,"Benton County, Indiana",8810,"Benton County, Indiana",0
G1800090,2010-2014,IN,,,Indiana,18,Blackford County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18009,,,"Blackford County, Indiana",12576,"Blackford County, Indiana",0
G1800110,2010-2014,IN,,,Indiana,18,Boone County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18011,,,"Boone County, Indiana",59246,"Boone County, Indiana",0
G1800130,2010-2014,IN,,,Indiana,18,Brown County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18013,,,"Brown County, Indiana",15074,"Brown County, Indiana",0
G1800150,2010-2014,IN,,,Indiana,18,Carroll County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18015,,,"Carroll County, Indiana",20068,"Carroll County, Indiana",0
G1800170,2010-2014,IN,,,Indiana,18,Cass County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18017,,,"Cass County, Indiana",38730,"Cass County, Indiana",0
G1800190,2010-2014,IN,,,Indiana,18,Clark County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18019,,,"Clark County, Indiana",112212,"Clark County, Indiana",0
G1800210,2010-2014,IN,,,Indiana,18,Clay County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18021,,,"Clay County, Indiana",26797,"Clay County, Indiana",0
G1800230,2010-2014,IN,,,Indiana,18,Clinton County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18023,,,"Clinton County, Indiana",32987,"Clinton County, Indiana",0
G1800250,2010-2014,IN,,,Indiana,18,Crawford County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18025,,,"Crawford County, Indiana",10646,"Crawford County, Indiana",0
G1800270,2010-2014,IN,,,Indiana,18,Daviess County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18027,,,"Daviess County, Indiana",32156,"Daviess County, Indiana",0
G1800290,2010-2014,IN,,,Indiana,18,Dearborn County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18029,,,"Dearborn County, Indiana",49840,"Dearborn County, Indiana",0
G1800310,2010-2014,IN,,,Indiana,18,Decatur County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18031,,,"Decatur County, Indiana",26112,"Decatur County, Indiana",0
G1800330,2010-2014,IN,,,Indiana,18,DeKalb County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18033,,,"DeKalb County, Indiana",42321,"DeKalb County, Indiana",0
G1800350,2010-2014,IN,,,Indiana,18,Delaware County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18035,,,"Delaware County, Indiana",117441,"Delaware County, Indiana",0
G1800370,2010-2014,IN,,,Indiana,18,Dubois County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18037,,,"Dubois County, Indiana",42170,"Dubois County, Indiana",0
G1800390,2010-2014,IN,,,Indiana,18,Elkhart County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18039,,,"Elkhart County, Indiana",199544,"Elkhart County, Indiana",0
G1800410,2010-2014,IN,,,Indiana,18,Fayette County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18041,,,"Fayette County, Indiana",23955,"Fayette County, Indiana",0
G1800430,2010-2014,IN,,,Indiana,18,Floyd County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18043,,,"Floyd County, Indiana",75431,"Floyd County, Indiana",0
G1800450,2010-2014,IN,,,Indiana,18,Fountain County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18045,,,"Fountain County, Indiana",17002,"Fountain County, Indiana",0
G1800470,2010-2014,IN,,,Indiana,18,Franklin County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18047,,,"Franklin County, Indiana",22980,"Franklin County, Indiana",0
G1800490,2010-2014,IN,,,Indiana,18,Fulton County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18049,,,"Fulton County, Indiana",20638,"Fulton County, Indiana",0
G1800510,2010-2014,IN,,,Indiana,18,Gibson County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18051,,,"Gibson County, Indiana",33586,"Gibson County, Indiana",0
G1800530,2010-2014,IN,,,Indiana,18,Grant County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18053,,,"Grant County, Indiana",69313,"Grant County, Indiana",0
G1800550,2010-2014,IN,,,Indiana,18,Greene County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18055,,,"Greene County, Indiana",32978,"Greene County, Indiana",0
G1800570,2010-2014,IN,,,Indiana,18,Hamilton County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18057,,,"Hamilton County, Indiana",289722,"Hamilton County, Indiana",0
G1800590,2010-2014,IN,,,Indiana,18,Hancock County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18059,,,"Hancock County, Indiana",70851,"Hancock County, Indiana",0
G1800610,2010-2014,IN,,,Indiana,18,Harrison County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18061,,,"Harrison County, Indiana",39216,"Harrison County, Indiana",0
G1800630,2010-2014,IN,,,Indiana,18,Hendricks County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18063,,,"Hendricks County, Indiana",150977,"Hendricks County, Indiana",0
G1800650,2010-2014,IN,,,Indiana,18,Henry County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18065,,,"Henry County, Indiana",49227,"Henry County, Indiana",0
G1800670,2010-2014,IN,,,Indiana,18,Howard County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18067,,,"Howard County, Indiana",82914,"Howard County, Indiana",0
G1800690,2010-2014,IN,,,Indiana,18,Huntington County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18069,,,"Huntington County, Indiana",36959,"Huntington County, Indiana",0
G1800710,2010-2014,IN,,,Indiana,18,Jackson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18071,,,"Jackson County, Indiana",43127,"Jackson County, Indiana",0
G1800730,2010-2014,IN,,,Indiana,18,Jasper County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18073,,,"Jasper County, Indiana",33443,"Jasper County, Indiana",0
G1800750,2010-2014,IN,,,Indiana,18,Jay County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18075,,,"Jay County, Indiana",21279,"Jay County, Indiana",0
G1800770,2010-2014,IN,,,Indiana,18,Jefferson County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18077,,,"Jefferson County, Indiana",32447,"Jefferson County, Indiana",0
G1800790,2010-2014,IN,,,Indiana,18,Jennings County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18079,,,"Jennings County, Indiana",28223,"Jennings County, Indiana",0
G1800810,2010-2014,IN,,,Indiana,18,Johnson County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18081,,,"Johnson County, Indiana",143789,"Johnson County, Indiana",0
G1800830,2010-2014,IN,,,Indiana,18,Knox County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18083,,,"Knox County, Indiana",38181,"Knox County, Indiana",0
G1800850,2010-2014,IN,,,Indiana,18,Kosciusko County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18085,,,"Kosciusko County, Indiana",77790,"Kosciusko County, Indiana",0
G1800870,2010-2014,IN,,,Indiana,18,LaGrange County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18087,,,"LaGrange County, Indiana",37759,"LaGrange County, Indiana",0
G1800890,2010-2014,IN,,,Indiana,18,Lake County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18089,,,"Lake County, Indiana",493140,"Lake County, Indiana",0
G1800910,2010-2014,IN,,,Indiana,18,LaPorte County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18091,,,"LaPorte County, Indiana",111293,"LaPorte County, Indiana",0
G1800930,2010-2014,IN,,,Indiana,18,Lawrence County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18093,,,"Lawrence County, Indiana",45970,"Lawrence County, Indiana",0
G1800950,2010-2014,IN,,,Indiana,18,Madison County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18095,,,"Madison County, Indiana",130688,"Madison County, Indiana",0
G1800970,2010-2014,IN,,,Indiana,18,Marion County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18097,,,"Marion County, Indiana",919336,"Marion County, Indiana",0
G1800990,2010-2014,IN,,,Indiana,18,Marshall County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18099,,,"Marshall County, Indiana",47032,"Marshall County, Indiana",0
G1801010,2010-2014,IN,,,Indiana,18,Martin County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18101,,,"Martin County, Indiana",10294,"Martin County, Indiana",0
G1801030,2010-2014,IN,,,Indiana,18,Miami County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18103,,,"Miami County, Indiana",36394,"Miami County, Indiana",0
G1801050,2010-2014,IN,,,Indiana,18,Monroe County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18105,,,"Monroe County, Indiana",141101,"Monroe County, Indiana",0
G1801070,2010-2014,IN,,,Indiana,18,Montgomery County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18107,,,"Montgomery County, Indiana",38183,"Montgomery County, Indiana",0
G1801090,2010-2014,IN,,,Indiana,18,Morgan County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18109,,,"Morgan County, Indiana",69343,"Morgan County, Indiana",0
G1801110,2010-2014,IN,,,Indiana,18,Newton County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18111,,,"Newton County, Indiana",14140,"Newton County, Indiana",0
G1801130,2010-2014,IN,,,Indiana,18,Noble County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18113,,,"Noble County, Indiana",47497,"Noble County, Indiana",0
G1801150,2010-2014,IN,,,Indiana,18,Ohio County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US18115,,,"Ohio County, Indiana",6073,"Ohio County, Indiana",0
