GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ABA1E001,NAME_M,ABA1M001
G1301670,2010-2014,GA,,,Georgia,13,Johnson County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13167,,,"Johnson County, Georgia",9850,"Johnson County, Georgia",0
G1301690,2010-2014,GA,,,Georgia,13,Jones County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13169,,,"Jones County, Georgia",28783,"Jones County, Georgia",0
G1301710,2010-2014,GA,,,Georgia,13,Lamar County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13171,,,"Lamar County, Georgia",18128,"Lamar County, Georgia",0
G1301730,2010-2014,GA,,,Georgia,13,Lanier County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13173,,,"Lanier County, Georgia",10356,"Lanier County, Georgia",0
G1301750,2010-2014,GA,,,Georgia,13,Laurens County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13175,,,"Laurens County, Georgia",48028,"Laurens County, Georgia",0
G1301770,2010-2014,GA,,,Georgia,13,Lee County,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13177,,,"Lee County, Georgia",28805,"Lee County, Georgia",0
G1301790,2010-2014,GA,,,Georgia,13,Liberty County,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13179,,,"Liberty County, Georgia",64489,"Liberty County, Georgia",0
G1301810,2010-2014,GA,,,Georgia,13,Lincoln County,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13181,,,"Lincoln County, Georgia",7800,"Lincoln County, Georgia",0
G1301830,2010-2014,GA,,,Georgia,13,Long County,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13183,,,"Long County, Georgia",15967,"Long County, Georgia",0
G1301850,2010-2014,GA,,,Georgia,13,Lowndes County,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13185,,,"Lowndes County, Georgia",112515,"Lowndes County, Georgia",0
G1301870,2010-2014,GA,,,Georgia,13,Lumpkin County,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13187,,,"Lumpkin County, Georgia",30719,"Lumpkin County, Georgia",0
G1301890,2010-2014,GA,,,Georgia,13,McDuffie County,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13189,,,"McDuffie County, Georgia",21563,"McDuffie County, Georgia",0
G1301910,2010-2014,GA,,,Georgia,13,McIntosh County,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13191,,,"McIntosh County, Georgia",14172,"McIntosh County, Georgia",0
G1301930,2010-2014,GA,,,Georgia,13,Macon County,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13193,,,"Macon County, Georgia",14232,"Macon County, Georgia",0
G1301950,2010-2014,GA,,,Georgia,13,Madison County,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13195,,,"Madison County, Georgia",28142,"Madison County, Georgia",0
G1301970,2010-2014,GA,,,Georgia,13,Marion County,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13197,,,"Marion County, Georgia",8751,"Marion County, Georgia",0
G1301990,2010-2014,GA,,,Georgia,13,Meriwether County,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13199,,,"Meriwether County, Georgia",21434,"Meriwether County, Georgia",0
G1302010,2010-2014,GA,,,Georgia,13,Miller County,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13201,,,"Miller County, Georgia",6017,"Miller County, Georgia",0
G1302050,2010-2014,GA,,,Georgia,13,Mitchell County,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13205,,,"Mitchell County, Georgia",23175,"Mitchell County, Georgia",0
G1302070,2010-2014,GA,,,Georgia,13,Monroe County,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13207,,,"Monroe County, Georgia",26788,"Monroe County, Georgia",0
G1302090,2010-2014,GA,,,Georgia,13,Montgomery County,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13209,,,"Montgomery County, Georgia",9000,"Montgomery County, Georgia",0
G1302110,2010-2014,GA,,,Georgia,13,Morgan County,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13211,,,"Morgan County, Georgia",17866,"Morgan County, Georgia",0
G1302130,2010-2014,GA,,,Georgia,13,Murray County,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13213,,,"Murray County, Georgia",39416,"Murray County, Georgia",0
G1302150,2010-2014,GA,,,Georgia,13,Muscogee County,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13215,,,"Muscogee County, Georgia",198247,"Muscogee County, Georgia",0
G1302170,2010-2014,GA,,,Georgia,13,Newton County,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13217,,,"Newton County, Georgia",101503,"Newton County, Georgia",0
G1302190,2010-2014,GA,,,Georgia,13,Oconee County,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13219,,,"Oconee County, Georgia",33769,"Oconee County, Georgia",0
G1302210,2010-2014,GA,,,Georgia,13,Oglethorpe County,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13221,,,"Oglethorpe County, Georgia",14695,"Oglethorpe County, Georgia",0
G1302230,2010-2014,GA,,,Georgia,13,Paulding County,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13223,,,"Paulding County, Georgia",145565,"Paulding County, Georgia",0
G1302250,2010-2014,GA,,,Georgia,13,Peach County,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13225,,,"Peach County, Georgia",27337,"Peach County, Georgia",0
G1302270,2010-2014,GA,,,Georgia,13,Pickens County,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13227,,,"Pickens County, Georgia",29550,"Pickens County, Georgia",0
G1302290,2010-2014,GA,,,Georgia,13,Pierce County,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13229,,,"Pierce County, Georgia",18860,"Pierce County, Georgia",0
G1302310,2010-2014,GA,,,Georgia,13,Pike County,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13231,,,"Pike County, Georgia",17821,"Pike County, Georgia",0
G1302330,2010-2014,GA,,,Georgia,13,Polk County,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13233,,,"Polk County, Georgia",41250,"Polk County, Georgia",0
G1302350,2010-2014,GA,,,Georgia,13,Pulaski County,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13235,,,"Pulaski County, Georgia",11693,"Pulaski County, Georgia",0
G1302370,2010-2014,GA,,,Georgia,13,Putnam County,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13237,,,"Putnam County, Georgia",21226,"Putnam County, Georgia",0
G1302390,2010-2014,GA,,,Georgia,13,Quitman County,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13239,,,"Quitman County, Georgia",2407,"Quitman County, Georgia",179
G1302410,2010-2014,GA,,,Georgia,13,Rabun County,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13241,,,"Rabun County, Georgia",16267,"Rabun County, Georgia",0
G1302430,2010-2014,GA,,,Georgia,13,Randolph County,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13243,,,"Randolph County, Georgia",7411,"Randolph County, Georgia",0
G1302450,2010-2014,GA,,,Georgia,13,Richmond County,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13245,,,"Richmond County, Georgia",201244,"Richmond County, Georgia",0
G1302470,2010-2014,GA,,,Georgia,13,Rockdale County,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13247,,,"Rockdale County, Georgia",86256,"Rockdale County, Georgia",0
G1302490,2010-2014,GA,,,Georgia,13,Schley County,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13249,,,"Schley County, Georgia",5054,"Schley County, Georgia",0
G1302510,2010-2014,GA,,,Georgia,13,Screven County,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13251,,,"Screven County, Georgia",14281,"Screven County, Georgia",0
G1302530,2010-2014,GA,,,Georgia,13,Seminole County,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13253,,,"Seminole County, Georgia",8804,"Seminole County, Georgia",0
G1302550,2010-2014,GA,,,Georgia,13,Spalding County,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13255,,,"Spalding County, Georgia",63946,"Spalding County, Georgia",0
G1302570,2010-2014,GA,,,Georgia,13,Stephens County,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13257,,,"Stephens County, Georgia",25741,"Stephens County, Georgia",0
G1302590,2010-2014,GA,,,Georgia,13,Stewart County,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13259,,,"Stewart County, Georgia",5900,"Stewart County, Georgia",0
G1302610,2010-2014,GA,,,Georgia,13,Sumter County,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13261,,,"Sumter County, Georgia",31804,"Sumter County, Georgia",0
G1302630,2010-2014,GA,,,Georgia,13,Talbot County,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13263,,,"Talbot County, Georgia",6594,"Talbot County, Georgia",0
G1302650,2010-2014,GA,,,Georgia,13,Taliaferro County,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13265,,,"Taliaferro County, Georgia",1700,"Taliaferro County, Georgia",179
G1302670,2010-2014,GA,,,Georgia,13,Tattnall County,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13267,,,"Tattnall County, Georgia",25356,"Tattnall County, Georgia",0
G1302690,2010-2014,GA,,,Georgia,13,Taylor County,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13269,,,"Taylor County, Georgia",8505,"Taylor County, Georgia",0
G1302710,2010-2014,GA,,,Georgia,13,Telfair County,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13271,,,"Telfair County, Georgia",16493,"Telfair County, Georgia",0
G1302730,2010-2014,GA,,,Georgia,13,Terrell County,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13273,,,"Terrell County, Georgia",9304,"Terrell County, Georgia",0
G1302750,2010-2014,GA,,,Georgia,13,Thomas County,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13275,,,"Thomas County, Georgia",44733,"Thomas County, Georgia",0
G1302770,2010-2014,GA,,,Georgia,13,Tift County,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13277,,,"Tift County, Georgia",40721,"Tift County, Georgia",0
G1302790,2010-2014,GA,,,Georgia,13,Toombs County,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13279,,,"Toombs County, Georgia",27272,"Toombs County, Georgia",0
G1302810,2010-2014,GA,,,Georgia,13,Towns County,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13281,,,"Towns County, Georgia",10670,"Towns County, Georgia",0
G1302830,2010-2014,GA,,,Georgia,13,Treutlen County,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13283,,,"Treutlen County, Georgia",6781,"Treutlen County, Georgia",0
G1302850,2010-2014,GA,,,Georgia,13,Troup County,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13285,,,"Troup County, Georgia",68375,"Troup County, Georgia",0
G1302870,2010-2014,GA,,,Georgia,13,Turner County,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13287,,,"Turner County, Georgia",8491,"Turner County, Georgia",0
G1302890,2010-2014,GA,,,Georgia,13,Twiggs County,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13289,,,"Twiggs County, Georgia",8612,"Twiggs County, Georgia",0
G1302910,2010-2014,GA,,,Georgia,13,Union County,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13291,,,"Union County, Georgia",21553,"Union County, Georgia",0
G1302930,2010-2014,GA,,,Georgia,13,Upson County,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13293,,,"Upson County, Georgia",26681,"Upson County, Georgia",0
G1302950,2010-2014,GA,,,Georgia,13,Walker County,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13295,,,"Walker County, Georgia",68445,"Walker County, Georgia",0
G1302970,2010-2014,GA,,,Georgia,13,Walton County,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13297,,,"Walton County, Georgia",85378,"Walton County, Georgia",0
G1302990,2010-2014,GA,,,Georgia,13,Ware County,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13299,,,"Ware County, Georgia",35915,"Ware County, Georgia",0
G1303010,2010-2014,GA,,,Georgia,13,Warren County,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13301,,,"Warren County, Georgia",5626,"Warren County, Georgia",0
G1303030,2010-2014,GA,,,Georgia,13,Washington County,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13303,,,"Washington County, Georgia",20861,"Washington County, Georgia",0
G1303050,2010-2014,GA,,,Georgia,13,Wayne County,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13305,,,"Wayne County, Georgia",30170,"Wayne County, Georgia",0
G1303070,2010-2014,GA,,,Georgia,13,Webster County,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13307,,,"Webster County, Georgia",2744,"Webster County, Georgia",0
G1303090,2010-2014,GA,,,Georgia,13,Wheeler County,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13309,,,"Wheeler County, Georgia",7932,"Wheeler County, Georgia",0
G1303110,2010-2014,GA,,,Georgia,13,White County,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13311,,,"White County, Georgia",27594,"White County, Georgia",0
G1303130,2010-2014,GA,,,Georgia,13,Whitfield County,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13313,,,"Whitfield County, Georgia",103132,"Whitfield County, Georgia",0
G1303150,2010-2014,GA,,,Georgia,13,Wilcox County,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13315,,,"Wilcox County, Georgia",9061,"Wilcox County, Georgia",0
G1303170,2010-2014,GA,,,Georgia,13,Wilkes County,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13317,,,"Wilkes County, Georgia",10123,"Wilkes County, Georgia",0
G1303190,2010-2014,GA,,,Georgia,13,Wilkinson County,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13319,,,"Wilkinson County, Georgia",9455,"Wilkinson County, Georgia",0
G1303210,2010-2014,GA,,,Georgia,13,Worth County,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13321,,,"Worth County, Georgia",21365,"Worth County, Georgia",0
G1500010,2010-2014,HI,,,Hawaii,15,Hawaii County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15001,,,"Hawaii County, Hawaii",189382,"Hawaii County, Hawaii",0
G1500030,2010-2014,HI,,,Hawaii,15,Honolulu County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15003,,,"Honolulu County, Hawaii",975690,"Honolulu County, Hawaii",0
G1500050,2010-2014,HI,,,Hawaii,15,Kalawao County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15005,,,"Kalawao County, Hawaii",73,"Kalawao County, Hawaii",19
G1500070,2010-2014,HI,,,Hawaii,15,Kauai County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15007,,,"Kauai County, Hawaii",68745,"Kauai County, Hawaii",0
G1500090,2010-2014,HI,,,Hawaii,15,Maui County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15009,,,"Maui County, Hawaii",158814,"Maui County, Hawaii",19
G1600010,2010-2014,ID,,,Idaho,16,Ada County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16001,,,"Ada County, Idaho",409239,"Ada County, Idaho",0
G1600030,2010-2014,ID,,,Idaho,16,Adams County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16003,,,"Adams County, Idaho",3908,"Adams County, Idaho",0
G1600050,2010-2014,ID,,,Idaho,16,Bannock County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16005,,,"Bannock County, Idaho",83394,"Bannock County, Idaho",0
G1600070,2010-2014,ID,,,Idaho,16,Bear Lake County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16007,,,"Bear Lake County, Idaho",5941,"Bear Lake County, Idaho",0
G1600090,2010-2014,ID,,,Idaho,16,Benewah County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16009,,,"Benewah County, Idaho",9149,"Benewah County, Idaho",0
G1600110,2010-2014,ID,,,Idaho,16,Bingham County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16011,,,"Bingham County, Idaho",45558,"Bingham County, Idaho",0
G1600130,2010-2014,ID,,,Idaho,16,Blaine County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16013,,,"Blaine County, Idaho",21269,"Blaine County, Idaho",0
G1600150,2010-2014,ID,,,Idaho,16,Boise County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16015,,,"Boise County, Idaho",6880,"Boise County, Idaho",0
G1600170,2010-2014,ID,,,Idaho,16,Bonner County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16017,,,"Bonner County, Idaho",40899,"Bonner County, Idaho",0
G1600190,2010-2014,ID,,,Idaho,16,Bonneville County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16019,,,"Bonneville County, Idaho",106703,"Bonneville County, Idaho",0
G1600210,2010-2014,ID,,,Idaho,16,Boundary County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16021,,,"Boundary County, Idaho",10903,"Boundary County, Idaho",0
G1600230,2010-2014,ID,,,Idaho,16,Butte County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16023,,,"Butte County, Idaho",2734,"Butte County, Idaho",0
G1600250,2010-2014,ID,,,Idaho,16,Camas County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16025,,,"Camas County, Idaho",1156,"Camas County, Idaho",153
G1600270,2010-2014,ID,,,Idaho,16,Canyon County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16027,,,"Canyon County, Idaho",195353,"Canyon County, Idaho",0
G1600290,2010-2014,ID,,,Idaho,16,Caribou County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16029,,,"Caribou County, Idaho",6857,"Caribou County, Idaho",0
G1600310,2010-2014,ID,,,Idaho,16,Cassia County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16031,,,"Cassia County, Idaho",23275,"Cassia County, Idaho",0
G1600330,2010-2014,ID,,,Idaho,16,Clark County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16033,,,"Clark County, Idaho",823,"Clark County, Idaho",153
G1600350,2010-2014,ID,,,Idaho,16,Clearwater County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16035,,,"Clearwater County, Idaho",8600,"Clearwater County, Idaho",0
G1600370,2010-2014,ID,,,Idaho,16,Custer County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16037,,,"Custer County, Idaho",4284,"Custer County, Idaho",0
G1600390,2010-2014,ID,,,Idaho,16,Elmore County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16039,,,"Elmore County, Idaho",26349,"Elmore County, Idaho",0
G1600410,2010-2014,ID,,,Idaho,16,Franklin County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16041,,,"Franklin County, Idaho",12853,"Franklin County, Idaho",0
G1600430,2010-2014,ID,,,Idaho,16,Fremont County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16043,,,"Fremont County, Idaho",13024,"Fremont County, Idaho",0
G1600450,2010-2014,ID,,,Idaho,16,Gem County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16045,,,"Gem County, Idaho",16732,"Gem County, Idaho",0
G1600470,2010-2014,ID,,,Idaho,16,Gooding County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16047,,,"Gooding County, Idaho",15241,"Gooding County, Idaho",0
G1600490,2010-2014,ID,,,Idaho,16,Idaho County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16049,,,"Idaho County, Idaho",16315,"Idaho County, Idaho",0
G1600510,2010-2014,ID,,,Idaho,16,Jefferson County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16051,,,"Jefferson County, Idaho",26620,"Jefferson County, Idaho",0
G1600530,2010-2014,ID,,,Idaho,16,Jerome County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16053,,,"Jerome County, Idaho",22580,"Jerome County, Idaho",0
G1600550,2010-2014,ID,,,Idaho,16,Kootenai County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16055,,,"Kootenai County, Idaho",142783,"Kootenai County, Idaho",0
G1600570,2010-2014,ID,,,Idaho,16,Latah County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16057,,,"Latah County, Idaho",37989,"Latah County, Idaho",0
G1600590,2010-2014,ID,,,Idaho,16,Lemhi County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16059,,,"Lemhi County, Idaho",7828,"Lemhi County, Idaho",0
G1600610,2010-2014,ID,,,Idaho,16,Lewis County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16061,,,"Lewis County, Idaho",3822,"Lewis County, Idaho",0
G1600630,2010-2014,ID,,,Idaho,16,Lincoln County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16063,,,"Lincoln County, Idaho",5246,"Lincoln County, Idaho",0
G1600650,2010-2014,ID,,,Idaho,16,Madison County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16065,,,"Madison County, Idaho",37754,"Madison County, Idaho",0
G1600670,2010-2014,ID,,,Idaho,16,Minidoka County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16067,,,"Minidoka County, Idaho",20191,"Minidoka County, Idaho",0
G1600690,2010-2014,ID,,,Idaho,16,Nez Perce County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16069,,,"Nez Perce County, Idaho",39655,"Nez Perce County, Idaho",0
G1600710,2010-2014,ID,,,Idaho,16,Oneida County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16071,,,"Oneida County, Idaho",4241,"Oneida County, Idaho",0
G1600730,2010-2014,ID,,,Idaho,16,Owyhee County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16073,,,"Owyhee County, Idaho",11412,"Owyhee County, Idaho",0
G1600750,2010-2014,ID,,,Idaho,16,Payette County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16075,,,"Payette County, Idaho",22658,"Payette County, Idaho",0
G1600770,2010-2014,ID,,,Idaho,16,Power County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16077,,,"Power County, Idaho",7742,"Power County, Idaho",0
G1600790,2010-2014,ID,,,Idaho,16,Shoshone County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16079,,,"Shoshone County, Idaho",12629,"Shoshone County, Idaho",0
G1600810,2010-2014,ID,,,Idaho,16,Teton County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16081,,,"Teton County, Idaho",10212,"Teton County, Idaho",0
G1600830,2010-2014,ID,,,Idaho,16,Twin Falls County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16083,,,"Twin Falls County, Idaho",78933,"Twin Falls County, Idaho",0
G1600850,2010-2014,ID,,,Idaho,16,Valley County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16085,,,"Valley County, Idaho",9662,"Valley County, Idaho",0
G1600870,2010-2014,ID,,,Idaho,16,Washington County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16087,,,"Washington County, Idaho",10068,"Washington County, Idaho",0
G1700010,2010-2014,IL,,,Illinois,17,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17001,,,"Adams County, Illinois",67113,"Adams County, Illinois",0
G1700030,2010-2014,IL,,,Illinois,17,Alexander County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17003,,,"Alexander County, Illinois",7821,"Alexander County, Illinois",0
G1700050,2010-2014,IL,,,Illinois,17,Bond County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17005,,,"Bond County, Illinois",17571,"Bond County, Illinois",0
G1700070,2010-2014,IL,,,Illinois,17,Boone County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17007,,,"Boone County, Illinois",54005,"Boone County, Illinois",0
G1700090,2010-2014,IL,,,Illinois,17,Brown County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17009,,,"Brown County, Illinois",6878,"Brown County, Illinois",0
G1700110,2010-2014,IL,,,Illinois,17,Bureau County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17011,,,"Bureau County, Illinois",34361,"Bureau County, Illinois",0
G1700130,2010-2014,IL,,,Illinois,17,Calhoun County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17013,,,"Calhoun County, Illinois",5033,"Calhoun County, Illinois",0
G1700150,2010-2014,IL,,,Illinois,17,Carroll County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17015,,,"Carroll County, Illinois",15027,"Carroll County, Illinois",0
G1700170,2010-2014,IL,,,Illinois,17,Cass County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17017,,,"Cass County, Illinois",13440,"Cass County, Illinois",0
G1700190,2010-2014,IL,,,Illinois,17,Champaign County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17019,,,"Champaign County, Illinois",204214,"Champaign County, Illinois",0
G1700210,2010-2014,IL,,,Illinois,17,Christian County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17021,,,"Christian County, Illinois",34415,"Christian County, Illinois",0
G1700230,2010-2014,IL,,,Illinois,17,Clark County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17023,,,"Clark County, Illinois",16240,"Clark County, Illinois",0
G1700250,2010-2014,IL,,,Illinois,17,Clay County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17025,,,"Clay County, Illinois",13675,"Clay County, Illinois",0
G1700270,2010-2014,IL,,,Illinois,17,Clinton County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17027,,,"Clinton County, Illinois",37952,"Clinton County, Illinois",0
G1700290,2010-2014,IL,,,Illinois,17,Coles County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17029,,,"Coles County, Illinois",53655,"Coles County, Illinois",0
G1700310,2010-2014,IL,,,Illinois,17,Cook County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17031,,,"Cook County, Illinois",5227827,"Cook County, Illinois",0
G1700330,2010-2014,IL,,,Illinois,17,Crawford County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17033,,,"Crawford County, Illinois",19626,"Crawford County, Illinois",0
