GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
G4800270,2011-2015,TX,,,Texas,48,Bell County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48027,,,"Bell County, Texas",326041,"Bell County, Texas",0
G4800290,2011-2015,TX,,,Texas,48,Bexar County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48029,,,"Bexar County, Texas",1825502,"Bexar County, Texas",0
G4800310,2011-2015,TX,,,Texas,48,Blanco County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48031,,,"Blanco County, Texas",10723,"Blanco County, Texas",0
G4800330,2011-2015,TX,,,Texas,48,Borden County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48033,,,"Borden County, Texas",705,"Borden County, Texas",91
G4800350,2011-2015,TX,,,Texas,48,Bosque County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48035,,,"Bosque County, Texas",17971,"Bosque County, Texas",0
G4800370,2011-2015,TX,,,Texas,48,Bowie County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48037,,,"Bowie County, Texas",93155,"Bowie County, Texas",0
G4800390,2011-2015,TX,,,Texas,48,Brazoria County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48039,,,"Brazoria County, Texas",331741,"Brazoria County, Texas",0
G4800410,2011-2015,TX,,,Texas,48,Brazos County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48041,,,"Brazos County, Texas",205271,"Brazos County, Texas",0
G4800430,2011-2015,TX,,,Texas,48,Brewster County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48043,,,"Brewster County, Texas",9235,"Brewster County, Texas",0
G4800450,2011-2015,TX,,,Texas,48,Briscoe County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48045,,,"Briscoe County, Texas",1670,"Briscoe County, Texas",122
G4800470,2011-2015,TX,,,Texas,48,Brooks County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48047,,,"Brooks County, Texas",7221,"Brooks County, Texas",0
G4800490,2011-2015,TX,,,Texas,48,Brown County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48049,,,"Brown County, Texas",37833,"Brown County, Texas",0
G4800510,2011-2015,TX,,,Texas,48,Burleson County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48051,,,"Burleson County, Texas",17293,"Burleson County, Texas",0
G4800530,2011-2015,TX,,,Texas,48,Burnet County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48053,,,"Burnet County, Texas",44144,"Burnet County, Texas",0
G4800550,2011-2015,TX,,,Texas,48,Caldwell County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48055,,,"Caldwell County, Texas",39347,"Caldwell County, Texas",0
G4800570,2011-2015,TX,,,Texas,48,Calhoun County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48057,,,"Calhoun County, Texas",21666,"Calhoun County, Texas",0
G4800590,2011-2015,TX,,,Texas,48,Callahan County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48059,,,"Callahan County, Texas",13532,"Callahan County, Texas",0
G4800610,2011-2015,TX,,,Texas,48,Cameron County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48061,,,"Cameron County, Texas",417947,"Cameron County, Texas",0
G4800630,2011-2015,TX,,,Texas,48,Camp County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48063,,,"Camp County, Texas",12516,"Camp County, Texas",0
G4800650,2011-2015,TX,,,Texas,48,Carson County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48065,,,"Carson County, Texas",6068,"Carson County, Texas",0
G4800670,2011-2015,TX,,,Texas,48,Cass County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48067,,,"Cass County, Texas",30328,"Cass County, Texas",0
G4800690,2011-2015,TX,,,Texas,48,Castro County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48069,,,"Castro County, Texas",7948,"Castro County, Texas",0
G4800710,2011-2015,TX,,,Texas,48,Chambers County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48071,,,"Chambers County, Texas",37251,"Chambers County, Texas",0
G4800730,2011-2015,TX,,,Texas,48,Cherokee County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48073,,,"Cherokee County, Texas",51167,"Cherokee County, Texas",0
G4800750,2011-2015,TX,,,Texas,48,Childress County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48075,,,"Childress County, Texas",7059,"Childress County, Texas",0
G4800770,2011-2015,TX,,,Texas,48,Clay County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48077,,,"Clay County, Texas",10479,"Clay County, Texas",0
G4800790,2011-2015,TX,,,Texas,48,Cochran County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48079,,,"Cochran County, Texas",2993,"Cochran County, Texas",0
G4800810,2011-2015,TX,,,Texas,48,Coke County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48081,,,"Coke County, Texas",3238,"Coke County, Texas",0
G4800830,2011-2015,TX,,,Texas,48,Coleman County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48083,,,"Coleman County, Texas",8536,"Coleman County, Texas",0
G4800850,2011-2015,TX,,,Texas,48,Collin County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48085,,,"Collin County, Texas",862215,"Collin County, Texas",0
G4800870,2011-2015,TX,,,Texas,48,Collingsworth County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48087,,,"Collingsworth County, Texas",3058,"Collingsworth County, Texas",0
G4800890,2011-2015,TX,,,Texas,48,Colorado County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48089,,,"Colorado County, Texas",20757,"Colorado County, Texas",0
G4800910,2011-2015,TX,,,Texas,48,Comal County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48091,,,"Comal County, Texas",119632,"Comal County, Texas",0
G4800930,2011-2015,TX,,,Texas,48,Comanche County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48093,,,"Comanche County, Texas",13623,"Comanche County, Texas",0
G4800950,2011-2015,TX,,,Texas,48,Concho County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48095,,,"Concho County, Texas",4086,"Concho County, Texas",0
G4800970,2011-2015,TX,,,Texas,48,Cooke County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48097,,,"Cooke County, Texas",38761,"Cooke County, Texas",0
G4800990,2011-2015,TX,,,Texas,48,Coryell County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48099,,,"Coryell County, Texas",76128,"Coryell County, Texas",0
G4801010,2011-2015,TX,,,Texas,48,Cottle County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48101,,,"Cottle County, Texas",1510,"Cottle County, Texas",473
G4801030,2011-2015,TX,,,Texas,48,Crane County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48103,,,"Crane County, Texas",4730,"Crane County, Texas",0
G4801050,2011-2015,TX,,,Texas,48,Crockett County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48105,,,"Crockett County, Texas",3699,"Crockett County, Texas",189
G4801070,2011-2015,TX,,,Texas,48,Crosby County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48107,,,"Crosby County, Texas",6007,"Crosby County, Texas",0
G4801090,2011-2015,TX,,,Texas,48,Culberson County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48109,,,"Culberson County, Texas",2296,"Culberson County, Texas",0
G4801110,2011-2015,TX,,,Texas,48,Dallam County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48111,,,"Dallam County, Texas",7014,"Dallam County, Texas",0
G4801130,2011-2015,TX,,,Texas,48,Dallas County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48113,,,"Dallas County, Texas",2485003,"Dallas County, Texas",0
G4801150,2011-2015,TX,,,Texas,48,Dawson County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48115,,,"Dawson County, Texas",13542,"Dawson County, Texas",0
G4801170,2011-2015,TX,,,Texas,48,Deaf Smith County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48117,,,"Deaf Smith County, Texas",19245,"Deaf Smith County, Texas",0
G4801190,2011-2015,TX,,,Texas,48,Delta County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48119,,,"Delta County, Texas",5223,"Delta County, Texas",0
G4801210,2011-2015,TX,,,Texas,48,Denton County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48121,,,"Denton County, Texas",731851,"Denton County, Texas",0
G4801230,2011-2015,TX,,,Texas,48,DeWitt County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48123,,,"DeWitt County, Texas",20540,"DeWitt County, Texas",0
G4801250,2011-2015,TX,,,Texas,48,Dickens County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48125,,,"Dickens County, Texas",2281,"Dickens County, Texas",0
G4801270,2011-2015,TX,,,Texas,48,Dimmit County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48127,,,"Dimmit County, Texas",10682,"Dimmit County, Texas",0
G4801290,2011-2015,TX,,,Texas,48,Donley County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48129,,,"Donley County, Texas",3588,"Donley County, Texas",0
G4801310,2011-2015,TX,,,Texas,48,Duval County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48131,,,"Duval County, Texas",11577,"Duval County, Texas",0
G4801330,2011-2015,TX,,,Texas,48,Eastland County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48133,,,"Eastland County, Texas",18328,"Eastland County, Texas",0
G4801350,2011-2015,TX,,,Texas,48,Ector County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48135,,,"Ector County, Texas",149557,"Ector County, Texas",0
G4801370,2011-2015,TX,,,Texas,48,Edwards County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48137,,,"Edwards County, Texas",1906,"Edwards County, Texas",157
G4801390,2011-2015,TX,,,Texas,48,Ellis County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48139,,,"Ellis County, Texas",157058,"Ellis County, Texas",0
G4801410,2011-2015,TX,,,Texas,48,El Paso County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48141,,,"El Paso County, Texas",831095,"El Paso County, Texas",0
G4801430,2011-2015,TX,,,Texas,48,Erath County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48143,,,"Erath County, Texas",40039,"Erath County, Texas",0
G4801450,2011-2015,TX,,,Texas,48,Falls County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48145,,,"Falls County, Texas",17410,"Falls County, Texas",0
G4801470,2011-2015,TX,,,Texas,48,Fannin County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48147,,,"Fannin County, Texas",33748,"Fannin County, Texas",0
G4801490,2011-2015,TX,,,Texas,48,Fayette County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48149,,,"Fayette County, Texas",24849,"Fayette County, Texas",0
G4801510,2011-2015,TX,,,Texas,48,Fisher County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48151,,,"Fisher County, Texas",3858,"Fisher County, Texas",0
G4801530,2011-2015,TX,,,Texas,48,Floyd County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48153,,,"Floyd County, Texas",6178,"Floyd County, Texas",0
G4801550,2011-2015,TX,,,Texas,48,Foard County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48155,,,"Foard County, Texas",1197,"Foard County, Texas",134
G4801570,2011-2015,TX,,,Texas,48,Fort Bend County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48157,,,"Fort Bend County, Texas",658331,"Fort Bend County, Texas",0
G4801590,2011-2015,TX,,,Texas,48,Franklin County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48159,,,"Franklin County, Texas",10599,"Franklin County, Texas",0
G4801610,2011-2015,TX,,,Texas,48,Freestone County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48161,,,"Freestone County, Texas",19586,"Freestone County, Texas",0
G4801630,2011-2015,TX,,,Texas,48,Frio County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48163,,,"Frio County, Texas",18168,"Frio County, Texas",0
G4801650,2011-2015,TX,,,Texas,48,Gaines County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48165,,,"Gaines County, Texas",18916,"Gaines County, Texas",0
G4801670,2011-2015,TX,,,Texas,48,Galveston County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48167,,,"Galveston County, Texas",308163,"Galveston County, Texas",0
G4801690,2011-2015,TX,,,Texas,48,Garza County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48169,,,"Garza County, Texas",6410,"Garza County, Texas",473
G4801710,2011-2015,TX,,,Texas,48,Gillespie County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48171,,,"Gillespie County, Texas",25398,"Gillespie County, Texas",0
G4801730,2011-2015,TX,,,Texas,48,Glasscock County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48173,,,"Glasscock County, Texas",1180,"Glasscock County, Texas",114
G4801750,2011-2015,TX,,,Texas,48,Goliad County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48175,,,"Goliad County, Texas",7410,"Goliad County, Texas",0
G4801770,2011-2015,TX,,,Texas,48,Gonzales County,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48177,,,"Gonzales County, Texas",20172,"Gonzales County, Texas",0
G4801790,2011-2015,TX,,,Texas,48,Gray County,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48179,,,"Gray County, Texas",22983,"Gray County, Texas",0
G4801810,2011-2015,TX,,,Texas,48,Grayson County,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48181,,,"Grayson County, Texas",122780,"Grayson County, Texas",0
G4801830,2011-2015,TX,,,Texas,48,Gregg County,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48183,,,"Gregg County, Texas",123178,"Gregg County, Texas",0
G4801850,2011-2015,TX,,,Texas,48,Grimes County,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48185,,,"Grimes County, Texas",26961,"Grimes County, Texas",0
G4801870,2011-2015,TX,,,Texas,48,Guadalupe County,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48187,,,"Guadalupe County, Texas",143460,"Guadalupe County, Texas",0
G4801890,2011-2015,TX,,,Texas,48,Hale County,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48189,,,"Hale County, Texas",35504,"Hale County, Texas",0
G4801910,2011-2015,TX,,,Texas,48,Hall County,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48191,,,"Hall County, Texas",3203,"Hall County, Texas",0
G4801930,2011-2015,TX,,,Texas,48,Hamilton County,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48193,,,"Hamilton County, Texas",8266,"Hamilton County, Texas",0
G4801950,2011-2015,TX,,,Texas,48,Hansford County,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48195,,,"Hansford County, Texas",5559,"Hansford County, Texas",0
G4801970,2011-2015,TX,,,Texas,48,Hardeman County,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48197,,,"Hardeman County, Texas",3992,"Hardeman County, Texas",0
G4801990,2011-2015,TX,,,Texas,48,Hardin County,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48199,,,"Hardin County, Texas",55375,"Hardin County, Texas",0
G4802010,2011-2015,TX,,,Texas,48,Harris County,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48201,,,"Harris County, Texas",4356362,"Harris County, Texas",0
G4802030,2011-2015,TX,,,Texas,48,Harrison County,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48203,,,"Harrison County, Texas",66417,"Harrison County, Texas",0
G4802050,2011-2015,TX,,,Texas,48,Hartley County,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48205,,,"Hartley County, Texas",6121,"Hartley County, Texas",0
G4802070,2011-2015,TX,,,Texas,48,Haskell County,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48207,,,"Haskell County, Texas",5853,"Haskell County, Texas",0
G4802090,2011-2015,TX,,,Texas,48,Hays County,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48209,,,"Hays County, Texas",177562,"Hays County, Texas",0
G4802110,2011-2015,TX,,,Texas,48,Hemphill County,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48211,,,"Hemphill County, Texas",4115,"Hemphill County, Texas",0
G4802130,2011-2015,TX,,,Texas,48,Henderson County,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48213,,,"Henderson County, Texas",79016,"Henderson County, Texas",0
G4802150,2011-2015,TX,,,Texas,48,Hidalgo County,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48215,,,"Hidalgo County, Texas",819217,"Hidalgo County, Texas",0
G4802170,2011-2015,TX,,,Texas,48,Hill County,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48217,,,"Hill County, Texas",34923,"Hill County, Texas",0
G4802190,2011-2015,TX,,,Texas,48,Hockley County,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48219,,,"Hockley County, Texas",23322,"Hockley County, Texas",0
G4802210,2011-2015,TX,,,Texas,48,Hood County,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48221,,,"Hood County, Texas",53171,"Hood County, Texas",0
G4802230,2011-2015,TX,,,Texas,48,Hopkins County,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48223,,,"Hopkins County, Texas",35645,"Hopkins County, Texas",0
G4802250,2011-2015,TX,,,Texas,48,Houston County,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48225,,,"Houston County, Texas",22949,"Houston County, Texas",0
G4802270,2011-2015,TX,,,Texas,48,Howard County,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48227,,,"Howard County, Texas",36105,"Howard County, Texas",0
G4802290,2011-2015,TX,,,Texas,48,Hudspeth County,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48229,,,"Hudspeth County, Texas",3330,"Hudspeth County, Texas",0
G4802310,2011-2015,TX,,,Texas,48,Hunt County,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48231,,,"Hunt County, Texas",88052,"Hunt County, Texas",0
G4802330,2011-2015,TX,,,Texas,48,Hutchinson County,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48233,,,"Hutchinson County, Texas",21858,"Hutchinson County, Texas",0
G4802350,2011-2015,TX,,,Texas,48,Irion County,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48235,,,"Irion County, Texas",1644,"Irion County, Texas",119
G4802370,2011-2015,TX,,,Texas,48,Jack County,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48237,,,"Jack County, Texas",8946,"Jack County, Texas",0
G4802390,2011-2015,TX,,,Texas,48,Jackson County,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48239,,,"Jackson County, Texas",14486,"Jackson County, Texas",0
G4802410,2011-2015,TX,,,Texas,48,Jasper County,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48241,,,"Jasper County, Texas",35768,"Jasper County, Texas",0
G4802430,2011-2015,TX,,,Texas,48,Jeff Davis County,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48243,,,"Jeff Davis County, Texas",2232,"Jeff Davis County, Texas",0
G4802450,2011-2015,TX,,,Texas,48,Jefferson County,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48245,,,"Jefferson County, Texas",252872,"Jefferson County, Texas",0
G4802470,2011-2015,TX,,,Texas,48,Jim Hogg County,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48247,,,"Jim Hogg County, Texas",5239,"Jim Hogg County, Texas",0
G4802490,2011-2015,TX,,,Texas,48,Jim Wells County,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48249,,,"Jim Wells County, Texas",41461,"Jim Wells County, Texas",0
G4802510,2011-2015,TX,,,Texas,48,Johnson County,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48251,,,"Johnson County, Texas",155450,"Johnson County, Texas",0
G4802530,2011-2015,TX,,,Texas,48,Jones County,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48253,,,"Jones County, Texas",19978,"Jones County, Texas",0
G4802550,2011-2015,TX,,,Texas,48,Karnes County,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48255,,,"Karnes County, Texas",14879,"Karnes County, Texas",0
G4802570,2011-2015,TX,,,Texas,48,Kaufman County,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48257,,,"Kaufman County, Texas",109289,"Kaufman County, Texas",0
G4802590,2011-2015,TX,,,Texas,48,Kendall County,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48259,,,"Kendall County, Texas",37361,"Kendall County, Texas",0
G4802610,2011-2015,TX,,,Texas,48,Kenedy County,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48261,,,"Kenedy County, Texas",565,"Kenedy County, Texas",208
G4802630,2011-2015,TX,,,Texas,48,Kent County,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48263,,,"Kent County, Texas",821,"Kent County, Texas",109
G4802650,2011-2015,TX,,,Texas,48,Kerr County,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48265,,,"Kerr County, Texas",50149,"Kerr County, Texas",0
G4802670,2011-2015,TX,,,Texas,48,Kimble County,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48267,,,"Kimble County, Texas",4486,"Kimble County, Texas",0
G4802690,2011-2015,TX,,,Texas,48,King County,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48269,,,"King County, Texas",267,"King County, Texas",51
G4802710,2011-2015,TX,,,Texas,48,Kinney County,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48271,,,"Kinney County, Texas",3577,"Kinney County, Texas",0
G4802730,2011-2015,TX,,,Texas,48,Kleberg County,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48273,,,"Kleberg County, Texas",32029,"Kleberg County, Texas",0
G4802750,2011-2015,TX,,,Texas,48,Knox County,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48275,,,"Knox County, Texas",3796,"Knox County, Texas",0
G4802770,2011-2015,TX,,,Texas,48,Lamar County,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48277,,,"Lamar County, Texas",49566,"Lamar County, Texas",0
G4802790,2011-2015,TX,,,Texas,48,Lamb County,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48279,,,"Lamb County, Texas",13742,"Lamb County, Texas",0
G4802810,2011-2015,TX,,,Texas,48,Lampasas County,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48281,,,"Lampasas County, Texas",20219,"Lampasas County, Texas",0
G4802830,2011-2015,TX,,,Texas,48,La Salle County,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48283,,,"La Salle County, Texas",7191,"La Salle County, Texas",208
G4802850,2011-2015,TX,,,Texas,48,Lavaca County,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48285,,,"Lavaca County, Texas",19549,"Lavaca County, Texas",0
G4802870,2011-2015,TX,,,Texas,48,Lee County,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48287,,,"Lee County, Texas",16664,"Lee County, Texas",0
G4802890,2011-2015,TX,,,Texas,48,Leon County,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48289,,,"Leon County, Texas",16819,"Leon County, Texas",0
G4802910,2011-2015,TX,,,Texas,48,Liberty County,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48291,,,"Liberty County, Texas",77486,"Liberty County, Texas",0
G4802930,2011-2015,TX,,,Texas,48,Limestone County,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48293,,,"Limestone County, Texas",23454,"Limestone County, Texas",0
G4802950,2011-2015,TX,,,Texas,48,Lipscomb County,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48295,,,"Lipscomb County, Texas",3483,"Lipscomb County, Texas",0
G4802970,2011-2015,TX,,,Texas,48,Live Oak County,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48297,,,"Live Oak County, Texas",11873,"Live Oak County, Texas",0
G4802990,2011-2015,TX,,,Texas,48,Llano County,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48299,,,"Llano County, Texas",19323,"Llano County, Texas",0
G4803010,2011-2015,TX,,,Texas,48,Loving County,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48301,,,"Loving County, Texas",117,"Loving County, Texas",57
G4803030,2011-2015,TX,,,Texas,48,Lubbock County,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48303,,,"Lubbock County, Texas",290782,"Lubbock County, Texas",0
G4803050,2011-2015,TX,,,Texas,48,Lynn County,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48305,,,"Lynn County, Texas",5764,"Lynn County, Texas",0
G4803070,2011-2015,TX,,,Texas,48,McCulloch County,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48307,,,"McCulloch County, Texas",8273,"McCulloch County, Texas",0
G4803090,2011-2015,TX,,,Texas,48,McLennan County,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48309,,,"McLennan County, Texas",241505,"McLennan County, Texas",0
G4803110,2011-2015,TX,,,Texas,48,McMullen County,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48311,,,"McMullen County, Texas",778,"McMullen County, Texas",157
G4803130,2011-2015,TX,,,Texas,48,Madison County,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48313,,,"Madison County, Texas",13838,"Madison County, Texas",0
G4803150,2011-2015,TX,,,Texas,48,Marion County,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48315,,,"Marion County, Texas",10248,"Marion County, Texas",0
G4803170,2011-2015,TX,,,Texas,48,Martin County,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48317,,,"Martin County, Texas",5252,"Martin County, Texas",0
G4803190,2011-2015,TX,,,Texas,48,Mason County,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48319,,,"Mason County, Texas",4066,"Mason County, Texas",0
