GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JMAE001,NAME_M,JMAM001
G2701150,2006-2010,MN,,,Minnesota,27,Pine County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27115,,,"Pine County, Minnesota",29413,"Pine County, Minnesota",0
G2701170,2006-2010,MN,,,Minnesota,27,Pipestone County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27117,,,"Pipestone County, Minnesota",9570,"Pipestone County, Minnesota",0
G2701190,2006-2010,MN,,,Minnesota,27,Polk County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27119,,,"Polk County, Minnesota",31336,"Polk County, Minnesota",0
G2701210,2006-2010,MN,,,Minnesota,27,Pope County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27121,,,"Pope County, Minnesota",11064,"Pope County, Minnesota",0
G2701230,2006-2010,MN,,,Minnesota,27,Ramsey County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27123,,,"Ramsey County, Minnesota",503113,"Ramsey County, Minnesota",0
G2701250,2006-2010,MN,,,Minnesota,27,Red Lake County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27125,,,"Red Lake County, Minnesota",4094,"Red Lake County, Minnesota",0
G2701270,2006-2010,MN,,,Minnesota,27,Redwood County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27127,,,"Redwood County, Minnesota",16069,"Redwood County, Minnesota",0
G2701290,2006-2010,MN,,,Minnesota,27,Renville County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27129,,,"Renville County, Minnesota",16007,"Renville County, Minnesota",0
G2701310,2006-2010,MN,,,Minnesota,27,Rice County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27131,,,"Rice County, Minnesota",63087,"Rice County, Minnesota",0
G2701330,2006-2010,MN,,,Minnesota,27,Rock County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27133,,,"Rock County, Minnesota",9606,"Rock County, Minnesota",0
G2701350,2006-2010,MN,,,Minnesota,27,Roseau County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27135,,,"Roseau County, Minnesota",15864,"Roseau County, Minnesota",0
G2701370,2006-2010,MN,,,Minnesota,27,St. Louis County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27137,,,"St. Louis County, Minnesota",199472,"St. Louis County, Minnesota",0
G2701390,2006-2010,MN,,,Minnesota,27,Scott County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27139,,,"Scott County, Minnesota",126139,"Scott County, Minnesota",0
G2701410,2006-2010,MN,,,Minnesota,27,Sherburne County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27141,,,"Sherburne County, Minnesota",86823,"Sherburne County, Minnesota",0
G2701430,2006-2010,MN,,,Minnesota,27,Sibley County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27143,,,"Sibley County, Minnesota",15219,"Sibley County, Minnesota",0
G2701450,2006-2010,MN,,,Minnesota,27,Stearns County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27145,,,"Stearns County, Minnesota",147927,"Stearns County, Minnesota",0
G2701470,2006-2010,MN,,,Minnesota,27,Steele County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27147,,,"Steele County, Minnesota",36434,"Steele County, Minnesota",0
G2701490,2006-2010,MN,,,Minnesota,27,Stevens County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27149,,,"Stevens County, Minnesota",9711,"Stevens County, Minnesota",0
G2701510,2006-2010,MN,,,Minnesota,27,Swift County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27151,,,"Swift County, Minnesota",9946,"Swift County, Minnesota",0
G2701530,2006-2010,MN,,,Minnesota,27,Todd County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27153,,,"Todd County, Minnesota",24804,"Todd County, Minnesota",0
G2701550,2006-2010,MN,,,Minnesota,27,Traverse County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27155,,,"Traverse County, Minnesota",3657,"Traverse County, Minnesota",0
G2701570,2006-2010,MN,,,Minnesota,27,Wabasha County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27157,,,"Wabasha County, Minnesota",21743,"Wabasha County, Minnesota",0
G2701590,2006-2010,MN,,,Minnesota,27,Wadena County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27159,,,"Wadena County, Minnesota",13809,"Wadena County, Minnesota",0
G2701610,2006-2010,MN,,,Minnesota,27,Waseca County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27161,,,"Waseca County, Minnesota",19168,"Waseca County, Minnesota",0
G2701630,2006-2010,MN,,,Minnesota,27,Washington County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27163,,,"Washington County, Minnesota",232536,"Washington County, Minnesota",0
G2701650,2006-2010,MN,,,Minnesota,27,Watonwan County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27165,,,"Watonwan County, Minnesota",11212,"Watonwan County, Minnesota",0
G2701670,2006-2010,MN,,,Minnesota,27,Wilkin County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27167,,,"Wilkin County, Minnesota",6636,"Wilkin County, Minnesota",0
G2701690,2006-2010,MN,,,Minnesota,27,Winona County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27169,,,"Winona County, Minnesota",51304,"Winona County, Minnesota",0
G2701710,2006-2010,MN,,,Minnesota,27,Wright County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27171,,,"Wright County, Minnesota",120764,"Wright County, Minnesota",0
G2701730,2006-2010,MN,,,Minnesota,27,Yellow Medicine County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27173,,,"Yellow Medicine County, Minnesota",10514,"Yellow Medicine County, Minnesota",0
G2800010,2006-2010,MS,,,Mississippi,28,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28001,,,"Adams County, Mississippi",32659,"Adams County, Mississippi",0
G2800030,2006-2010,MS,,,Mississippi,28,Alcorn County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28003,,,"Alcorn County, Mississippi",36708,"Alcorn County, Mississippi",0
G2800050,2006-2010,MS,,,Mississippi,28,Amite County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28005,,,"Amite County, Mississippi",13318,"Amite County, Mississippi",0
G2800070,2006-2010,MS,,,Mississippi,28,Attala County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28007,,,"Attala County, Mississippi",19545,"Attala County, Mississippi",0
G2800090,2006-2010,MS,,,Mississippi,28,Benton County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28009,,,"Benton County, Mississippi",8652,"Benton County, Mississippi",0
G2800110,2006-2010,MS,,,Mississippi,28,Bolivar County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28011,,,"Bolivar County, Mississippi",35063,"Bolivar County, Mississippi",0
G2800130,2006-2010,MS,,,Mississippi,28,Calhoun County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28013,,,"Calhoun County, Mississippi",14945,"Calhoun County, Mississippi",0
G2800150,2006-2010,MS,,,Mississippi,28,Carroll County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28015,,,"Carroll County, Mississippi",10608,"Carroll County, Mississippi",0
G2800170,2006-2010,MS,,,Mississippi,28,Chickasaw County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28017,,,"Chickasaw County, Mississippi",17689,"Chickasaw County, Mississippi",0
G2800190,2006-2010,MS,,,Mississippi,28,Choctaw County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28019,,,"Choctaw County, Mississippi",8680,"Choctaw County, Mississippi",0
G2800210,2006-2010,MS,,,Mississippi,28,Claiborne County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28021,,,"Claiborne County, Mississippi",9928,"Claiborne County, Mississippi",0
G2800230,2006-2010,MS,,,Mississippi,28,Clarke County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28023,,,"Clarke County, Mississippi",16808,"Clarke County, Mississippi",0
G2800250,2006-2010,MS,,,Mississippi,28,Clay County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28025,,,"Clay County, Mississippi",20883,"Clay County, Mississippi",0
G2800270,2006-2010,MS,,,Mississippi,28,Coahoma County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28027,,,"Coahoma County, Mississippi",26681,"Coahoma County, Mississippi",0
G2800290,2006-2010,MS,,,Mississippi,28,Copiah County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28029,,,"Copiah County, Mississippi",29521,"Copiah County, Mississippi",0
G2800310,2006-2010,MS,,,Mississippi,28,Covington County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28031,,,"Covington County, Mississippi",19557,"Covington County, Mississippi",0
G2800330,2006-2010,MS,,,Mississippi,28,DeSoto County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28033,,,"DeSoto County, Mississippi",154715,"DeSoto County, Mississippi",0
G2800350,2006-2010,MS,,,Mississippi,28,Forrest County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28035,,,"Forrest County, Mississippi",74290,"Forrest County, Mississippi",0
G2800370,2006-2010,MS,,,Mississippi,28,Franklin County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28037,,,"Franklin County, Mississippi",8130,"Franklin County, Mississippi",0
G2800390,2006-2010,MS,,,Mississippi,28,George County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28039,,,"George County, Mississippi",22061,"George County, Mississippi",0
G2800410,2006-2010,MS,,,Mississippi,28,Greene County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28041,,,"Greene County, Mississippi",14009,"Greene County, Mississippi",0
G2800430,2006-2010,MS,,,Mississippi,28,Grenada County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28043,,,"Grenada County, Mississippi",22169,"Grenada County, Mississippi",0
G2800450,2006-2010,MS,,,Mississippi,28,Hancock County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28045,,,"Hancock County, Mississippi",42408,"Hancock County, Mississippi",0
G2800470,2006-2010,MS,,,Mississippi,28,Harrison County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28047,,,"Harrison County, Mississippi",181791,"Harrison County, Mississippi",0
G2800490,2006-2010,MS,,,Mississippi,28,Hinds County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28049,,,"Hinds County, Mississippi",246067,"Hinds County, Mississippi",0
G2800510,2006-2010,MS,,,Mississippi,28,Holmes County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28051,,,"Holmes County, Mississippi",19597,"Holmes County, Mississippi",0
G2800530,2006-2010,MS,,,Mississippi,28,Humphreys County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28053,,,"Humphreys County, Mississippi",9610,"Humphreys County, Mississippi",0
G2800550,2006-2010,MS,,,Mississippi,28,Issaquena County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28055,,,"Issaquena County, Mississippi",1893,"Issaquena County, Mississippi",294
G2800570,2006-2010,MS,,,Mississippi,28,Itawamba County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28057,,,"Itawamba County, Mississippi",23329,"Itawamba County, Mississippi",0
G2800590,2006-2010,MS,,,Mississippi,28,Jackson County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28059,,,"Jackson County, Mississippi",137082,"Jackson County, Mississippi",0
G2800610,2006-2010,MS,,,Mississippi,28,Jasper County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28061,,,"Jasper County, Mississippi",17383,"Jasper County, Mississippi",0
G2800630,2006-2010,MS,,,Mississippi,28,Jefferson County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28063,,,"Jefferson County, Mississippi",7970,"Jefferson County, Mississippi",0
G2800650,2006-2010,MS,,,Mississippi,28,Jefferson Davis County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28065,,,"Jefferson Davis County, Mississippi",12666,"Jefferson Davis County, Mississippi",0
G2800670,2006-2010,MS,,,Mississippi,28,Jones County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28067,,,"Jones County, Mississippi",67144,"Jones County, Mississippi",0
G2800690,2006-2010,MS,,,Mississippi,28,Kemper County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28069,,,"Kemper County, Mississippi",10470,"Kemper County, Mississippi",0
G2800710,2006-2010,MS,,,Mississippi,28,Lafayette County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28071,,,"Lafayette County, Mississippi",45859,"Lafayette County, Mississippi",0
G2800730,2006-2010,MS,,,Mississippi,28,Lamar County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28073,,,"Lamar County, Mississippi",52559,"Lamar County, Mississippi",0
G2800750,2006-2010,MS,,,Mississippi,28,Lauderdale County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28075,,,"Lauderdale County, Mississippi",79405,"Lauderdale County, Mississippi",0
G2800770,2006-2010,MS,,,Mississippi,28,Lawrence County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28077,,,"Lawrence County, Mississippi",13016,"Lawrence County, Mississippi",0
G2800790,2006-2010,MS,,,Mississippi,28,Leake County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28079,,,"Leake County, Mississippi",23547,"Leake County, Mississippi",0
G2800810,2006-2010,MS,,,Mississippi,28,Lee County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28081,,,"Lee County, Mississippi",81446,"Lee County, Mississippi",0
G2800830,2006-2010,MS,,,Mississippi,28,Leflore County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28083,,,"Leflore County, Mississippi",33109,"Leflore County, Mississippi",0
G2800850,2006-2010,MS,,,Mississippi,28,Lincoln County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28085,,,"Lincoln County, Mississippi",34622,"Lincoln County, Mississippi",0
G2800870,2006-2010,MS,,,Mississippi,28,Lowndes County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28087,,,"Lowndes County, Mississippi",59482,"Lowndes County, Mississippi",0
G2800890,2006-2010,MS,,,Mississippi,28,Madison County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28089,,,"Madison County, Mississippi",91987,"Madison County, Mississippi",0
G2800910,2006-2010,MS,,,Mississippi,28,Marion County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28091,,,"Marion County, Mississippi",26758,"Marion County, Mississippi",0
G2800930,2006-2010,MS,,,Mississippi,28,Marshall County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28093,,,"Marshall County, Mississippi",37002,"Marshall County, Mississippi",0
G2800950,2006-2010,MS,,,Mississippi,28,Monroe County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28095,,,"Monroe County, Mississippi",37282,"Monroe County, Mississippi",0
G2800970,2006-2010,MS,,,Mississippi,28,Montgomery County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28097,,,"Montgomery County, Mississippi",11138,"Montgomery County, Mississippi",0
G2800990,2006-2010,MS,,,Mississippi,28,Neshoba County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28099,,,"Neshoba County, Mississippi",29545,"Neshoba County, Mississippi",0
G2801010,2006-2010,MS,,,Mississippi,28,Newton County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28101,,,"Newton County, Mississippi",21828,"Newton County, Mississippi",0
G2801030,2006-2010,MS,,,Mississippi,28,Noxubee County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28103,,,"Noxubee County, Mississippi",11747,"Noxubee County, Mississippi",0
G2801050,2006-2010,MS,,,Mississippi,28,Oktibbeha County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28105,,,"Oktibbeha County, Mississippi",46529,"Oktibbeha County, Mississippi",0
G2801070,2006-2010,MS,,,Mississippi,28,Panola County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28107,,,"Panola County, Mississippi",34782,"Panola County, Mississippi",0
G2801090,2006-2010,MS,,,Mississippi,28,Pearl River County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28109,,,"Pearl River County, Mississippi",55923,"Pearl River County, Mississippi",0
G2801110,2006-2010,MS,,,Mississippi,28,Perry County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28111,,,"Perry County, Mississippi",12243,"Perry County, Mississippi",0
G2801130,2006-2010,MS,,,Mississippi,28,Pike County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28113,,,"Pike County, Mississippi",40284,"Pike County, Mississippi",0
G2801150,2006-2010,MS,,,Mississippi,28,Pontotoc County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28115,,,"Pontotoc County, Mississippi",29523,"Pontotoc County, Mississippi",0
G2801170,2006-2010,MS,,,Mississippi,28,Prentiss County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28117,,,"Prentiss County, Mississippi",25411,"Prentiss County, Mississippi",0
G2801190,2006-2010,MS,,,Mississippi,28,Quitman County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28119,,,"Quitman County, Mississippi",8551,"Quitman County, Mississippi",0
G2801210,2006-2010,MS,,,Mississippi,28,Rankin County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28121,,,"Rankin County, Mississippi",138523,"Rankin County, Mississippi",0
G2801230,2006-2010,MS,,,Mississippi,28,Scott County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28123,,,"Scott County, Mississippi",28180,"Scott County, Mississippi",0
G2801250,2006-2010,MS,,,Mississippi,28,Sharkey County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28125,,,"Sharkey County, Mississippi",4797,"Sharkey County, Mississippi",294
G2801270,2006-2010,MS,,,Mississippi,28,Simpson County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28127,,,"Simpson County, Mississippi",27575,"Simpson County, Mississippi",0
G2801290,2006-2010,MS,,,Mississippi,28,Smith County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28129,,,"Smith County, Mississippi",16443,"Smith County, Mississippi",0
G2801310,2006-2010,MS,,,Mississippi,28,Stone County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28131,,,"Stone County, Mississippi",16923,"Stone County, Mississippi",0
G2801330,2006-2010,MS,,,Mississippi,28,Sunflower County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28133,,,"Sunflower County, Mississippi",30504,"Sunflower County, Mississippi",0
G2801350,2006-2010,MS,,,Mississippi,28,Tallahatchie County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28135,,,"Tallahatchie County, Mississippi",15270,"Tallahatchie County, Mississippi",0
G2801370,2006-2010,MS,,,Mississippi,28,Tate County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28137,,,"Tate County, Mississippi",28198,"Tate County, Mississippi",0
G2801390,2006-2010,MS,,,Mississippi,28,Tippah County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28139,,,"Tippah County, Mississippi",21993,"Tippah County, Mississippi",0
G2801410,2006-2010,MS,,,Mississippi,28,Tishomingo County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28141,,,"Tishomingo County, Mississippi",19535,"Tishomingo County, Mississippi",0
G2801430,2006-2010,MS,,,Mississippi,28,Tunica County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28143,,,"Tunica County, Mississippi",10817,"Tunica County, Mississippi",0
G2801450,2006-2010,MS,,,Mississippi,28,Union County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28145,,,"Union County, Mississippi",26922,"Union County, Mississippi",0
G2801470,2006-2010,MS,,,Mississippi,28,Walthall County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28147,,,"Walthall County, Mississippi",15530,"Walthall County, Mississippi",0
G2801490,2006-2010,MS,,,Mississippi,28,Warren County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28149,,,"Warren County, Mississippi",48890,"Warren County, Mississippi",0
G2801510,2006-2010,MS,,,Mississippi,28,Washington County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28151,,,"Washington County, Mississippi",52455,"Washington County, Mississippi",0
G2801530,2006-2010,MS,,,Mississippi,28,Wayne County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28153,,,"Wayne County, Mississippi",20971,"Wayne County, Mississippi",0
G2801550,2006-2010,MS,,,Mississippi,28,Webster County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28155,,,"Webster County, Mississippi",10139,"Webster County, Mississippi",0
G2801570,2006-2010,MS,,,Mississippi,28,Wilkinson County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28157,,,"Wilkinson County, Mississippi",10070,"Wilkinson County, Mississippi",0
G2801590,2006-2010,MS,,,Mississippi,28,Winston County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28159,,,"Winston County, Mississippi",19378,"Winston County, Mississippi",0
G2801610,2006-2010,MS,,,Mississippi,28,Yalobusha County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28161,,,"Yalobusha County, Mississippi",12869,"Yalobusha County, Mississippi",0
G2801630,2006-2010,MS,,,Mississippi,28,Yazoo County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28163,,,"Yazoo County, Mississippi",28402,"Yazoo County, Mississippi",0
G2900010,2006-2010,MO,,,Missouri,29,Adair County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29001,,,"Adair County, Missouri",25315,"Adair County, Missouri",0
G2900030,2006-2010,MO,,,Missouri,29,Andrew County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29003,,,"Andrew County, Missouri",17006,"Andrew County, Missouri",0
G2900050,2006-2010,MO,,,Missouri,29,Atchison County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29005,,,"Atchison County, Missouri",5811,"Atchison County, Missouri",0
G2900070,2006-2010,MO,,,Missouri,29,Audrain County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29007,,,"Audrain County, Missouri",25684,"Audrain County, Missouri",0
G2900090,2006-2010,MO,,,Missouri,29,Barry County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29009,,,"Barry County, Missouri",35753,"Barry County, Missouri",0
G2900110,2006-2010,MO,,,Missouri,29,Barton County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29011,,,"Barton County, Missouri",12634,"Barton County, Missouri",0
G2900130,2006-2010,MO,,,Missouri,29,Bates County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29013,,,"Bates County, Missouri",17132,"Bates County, Missouri",0
G2900150,2006-2010,MO,,,Missouri,29,Benton County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29015,,,"Benton County, Missouri",18975,"Benton County, Missouri",0
G2900170,2006-2010,MO,,,Missouri,29,Bollinger County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29017,,,"Bollinger County, Missouri",12445,"Bollinger County, Missouri",0
G2900190,2006-2010,MO,,,Missouri,29,Boone County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29019,,,"Boone County, Missouri",158067,"Boone County, Missouri",0
G2900210,2006-2010,MO,,,Missouri,29,Buchanan County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29021,,,"Buchanan County, Missouri",88195,"Buchanan County, Missouri",0
G2900230,2006-2010,MO,,,Missouri,29,Butler County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29023,,,"Butler County, Missouri",42437,"Butler County, Missouri",0
G2900250,2006-2010,MO,,,Missouri,29,Caldwell County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29025,,,"Caldwell County, Missouri",9380,"Caldwell County, Missouri",0
G2900270,2006-2010,MO,,,Missouri,29,Callaway County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29027,,,"Callaway County, Missouri",43769,"Callaway County, Missouri",0
G2900290,2006-2010,MO,,,Missouri,29,Camden County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29029,,,"Camden County, Missouri",43157,"Camden County, Missouri",0
G2900310,2006-2010,MO,,,Missouri,29,Cape Girardeau County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29031,,,"Cape Girardeau County, Missouri",74283,"Cape Girardeau County, Missouri",0
G2900330,2006-2010,MO,,,Missouri,29,Carroll County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29033,,,"Carroll County, Missouri",9485,"Carroll County, Missouri",0
G2900350,2006-2010,MO,,,Missouri,29,Carter County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29035,,,"Carter County, Missouri",6141,"Carter County, Missouri",0
G2900370,2006-2010,MO,,,Missouri,29,Cass County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29037,,,"Cass County, Missouri",97598,"Cass County, Missouri",0
G2900390,2006-2010,MO,,,Missouri,29,Cedar County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29039,,,"Cedar County, Missouri",14091,"Cedar County, Missouri",0
G2900410,2006-2010,MO,,,Missouri,29,Chariton County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29041,,,"Chariton County, Missouri",7871,"Chariton County, Missouri",0
G2900430,2006-2010,MO,,,Missouri,29,Christian County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29043,,,"Christian County, Missouri",74156,"Christian County, Missouri",0
G2900450,2006-2010,MO,,,Missouri,29,Clark County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29045,,,"Clark County, Missouri",7169,"Clark County, Missouri",0
G2900470,2006-2010,MO,,,Missouri,29,Clay County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29047,,,"Clay County, Missouri",215015,"Clay County, Missouri",0
G2900490,2006-2010,MO,,,Missouri,29,Clinton County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29049,,,"Clinton County, Missouri",20682,"Clinton County, Missouri",0
G2900510,2006-2010,MO,,,Missouri,29,Cole County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29051,,,"Cole County, Missouri",74767,"Cole County, Missouri",0
G2900530,2006-2010,MO,,,Missouri,29,Cooper County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29053,,,"Cooper County, Missouri",17583,"Cooper County, Missouri",0
G2900550,2006-2010,MO,,,Missouri,29,Crawford County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29055,,,"Crawford County, Missouri",24640,"Crawford County, Missouri",0
