GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JMAE001,NAME_M,JMAM001
G1700190,2006-2010,IL,,,Illinois,17,Champaign County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17019,,,"Champaign County, Illinois",197867,"Champaign County, Illinois",0
G1700210,2006-2010,IL,,,Illinois,17,Christian County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17021,,,"Christian County, Illinois",34936,"Christian County, Illinois",0
G1700230,2006-2010,IL,,,Illinois,17,Clark County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17023,,,"Clark County, Illinois",16545,"Clark County, Illinois",0
G1700250,2006-2010,IL,,,Illinois,17,Clay County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17025,,,"Clay County, Illinois",13927,"Clay County, Illinois",0
G1700270,2006-2010,IL,,,Illinois,17,Clinton County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17027,,,"Clinton County, Illinois",37395,"Clinton County, Illinois",0
G1700290,2006-2010,IL,,,Illinois,17,Coles County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17029,,,"Coles County, Illinois",53568,"Coles County, Illinois",0
G1700310,2006-2010,IL,,,Illinois,17,Cook County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17031,,,"Cook County, Illinois",5172848,"Cook County, Illinois",0
G1700330,2006-2010,IL,,,Illinois,17,Crawford County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17033,,,"Crawford County, Illinois",19864,"Crawford County, Illinois",0
G1700350,2006-2010,IL,,,Illinois,17,Cumberland County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17035,,,"Cumberland County, Illinois",11073,"Cumberland County, Illinois",0
G1700370,2006-2010,IL,,,Illinois,17,DeKalb County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17037,,,"DeKalb County, Illinois",104026,"DeKalb County, Illinois",0
G1700390,2006-2010,IL,,,Illinois,17,De Witt County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17039,,,"De Witt County, Illinois",16672,"De Witt County, Illinois",0
G1700410,2006-2010,IL,,,Illinois,17,Douglas County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17041,,,"Douglas County, Illinois",20012,"Douglas County, Illinois",0
G1700430,2006-2010,IL,,,Illinois,17,DuPage County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17043,,,"DuPage County, Illinois",911481,"DuPage County, Illinois",0
G1700450,2006-2010,IL,,,Illinois,17,Edgar County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17045,,,"Edgar County, Illinois",18776,"Edgar County, Illinois",0
G1700470,2006-2010,IL,,,Illinois,17,Edwards County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17047,,,"Edwards County, Illinois",6707,"Edwards County, Illinois",0
G1700490,2006-2010,IL,,,Illinois,17,Effingham County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17049,,,"Effingham County, Illinois",34232,"Effingham County, Illinois",0
G1700510,2006-2010,IL,,,Illinois,17,Fayette County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17051,,,"Fayette County, Illinois",22007,"Fayette County, Illinois",0
G1700530,2006-2010,IL,,,Illinois,17,Ford County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17053,,,"Ford County, Illinois",14113,"Ford County, Illinois",0
G1700550,2006-2010,IL,,,Illinois,17,Franklin County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17055,,,"Franklin County, Illinois",39528,"Franklin County, Illinois",0
G1700570,2006-2010,IL,,,Illinois,17,Fulton County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17057,,,"Fulton County, Illinois",37205,"Fulton County, Illinois",0
G1700590,2006-2010,IL,,,Illinois,17,Gallatin County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17059,,,"Gallatin County, Illinois",5773,"Gallatin County, Illinois",0
G1700610,2006-2010,IL,,,Illinois,17,Greene County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17061,,,"Greene County, Illinois",13983,"Greene County, Illinois",0
G1700630,2006-2010,IL,,,Illinois,17,Grundy County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17063,,,"Grundy County, Illinois",48744,"Grundy County, Illinois",0
G1700650,2006-2010,IL,,,Illinois,17,Hamilton County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17065,,,"Hamilton County, Illinois",8453,"Hamilton County, Illinois",0
G1700670,2006-2010,IL,,,Illinois,17,Hancock County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17067,,,"Hancock County, Illinois",19227,"Hancock County, Illinois",0
G1700690,2006-2010,IL,,,Illinois,17,Hardin County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17069,,,"Hardin County, Illinois",4402,"Hardin County, Illinois",0
G1700710,2006-2010,IL,,,Illinois,17,Henderson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17071,,,"Henderson County, Illinois",7462,"Henderson County, Illinois",0
G1700730,2006-2010,IL,,,Illinois,17,Henry County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17073,,,"Henry County, Illinois",50477,"Henry County, Illinois",0
G1700750,2006-2010,IL,,,Illinois,17,Iroquois County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17075,,,"Iroquois County, Illinois",30068,"Iroquois County, Illinois",0
G1700770,2006-2010,IL,,,Illinois,17,Jackson County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17077,,,"Jackson County, Illinois",59864,"Jackson County, Illinois",0
G1700790,2006-2010,IL,,,Illinois,17,Jasper County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17079,,,"Jasper County, Illinois",9752,"Jasper County, Illinois",0
G1700810,2006-2010,IL,,,Illinois,17,Jefferson County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17081,,,"Jefferson County, Illinois",39202,"Jefferson County, Illinois",0
G1700830,2006-2010,IL,,,Illinois,17,Jersey County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17083,,,"Jersey County, Illinois",22932,"Jersey County, Illinois",0
G1700850,2006-2010,IL,,,Illinois,17,Jo Daviess County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17085,,,"Jo Daviess County, Illinois",22728,"Jo Daviess County, Illinois",0
G1700870,2006-2010,IL,,,Illinois,17,Johnson County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17087,,,"Johnson County, Illinois",12710,"Johnson County, Illinois",0
G1700890,2006-2010,IL,,,Illinois,17,Kane County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17089,,,"Kane County, Illinois",502628,"Kane County, Illinois",0
G1700910,2006-2010,IL,,,Illinois,17,Kankakee County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17091,,,"Kankakee County, Illinois",112100,"Kankakee County, Illinois",0
G1700930,2006-2010,IL,,,Illinois,17,Kendall County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17093,,,"Kendall County, Illinois",105602,"Kendall County, Illinois",0
